value,column,description
bezpieczny dla powłok,zgodnosc_i_certyfikaty,"Preparat bezpieczny dla powłok nie powinien usuwać ani matowić zabezpieczeń podłogowych, lakierów lub warstw polimerowych przy prawidłowym użyciu. Ważne przy czyszczeniu powierzchni zabezpieczonych, gdzie agresywna chemia mogłaby skrócić trwałość powłoki."
biodegradowalny,zgodnosc_i_certyfikaty,"Biodegradowalny oznacza, że składniki produktu mogą ulegać rozkładowi przez mikroorganizmy w środowisku. Informacja jest istotna przy wyborze środków o mniejszym wpływie na ścieki i otoczenie."
do wszystkich pralek,zgodnosc_i_certyfikaty,"Oznaczenie wskazuje, że środek piorący nadaje się do stosowania w różnych typach pralek, np. automatycznych i przemysłowych, jeśli producent tak zaleca. Ułatwia dobór produktu bez konieczności dopasowywania go do konkretnego modelu urządzenia."
ekologiczny,zgodnosc_i_certyfikaty,"Określenie wskazuje na produkt o ograniczonym wpływie na środowisko, np. dzięki biodegradowalnym składnikom, mniejszej toksyczności lub opakowaniom z recyklingu. Największą wiarygodność ma wtedy, gdy jest poparte certyfikatem lub jasnymi deklaracjami producenta."
haccp,zgodnosc_i_certyfikaty,"HACCP oznacza Hazard Analysis and Critical Control Points, czyli system analizy zagrożeń i kontroli punktów krytycznych w bezpieczeństwie żywności. Dla środków czystości oznacza przydatność do stosowania w obiektach, gdzie ważne jest ograniczenie ryzyka zanieczyszczenia żywności."
higiena rąk,zgodnosc_i_certyfikaty,"Higiena rąk obejmuje mycie, odkażanie i pielęgnację dłoni w celu ograniczenia przenoszenia brudu oraz drobnoustrojów. Kluczowa w gastronomii, placówkach medycznych, biurach i obiektach publicznych."
ifra,zgodnosc_i_certyfikaty,"IFRA oznacza International Fragrance Association, czyli międzynarodowe stowarzyszenie określające standardy bezpiecznego stosowania kompozycji zapachowych. Informacja jest ważna, bo potwierdza kontrolę składników zapachowych pod kątem bezpieczeństwa użytkowania."
neutralne ph,zgodnosc_i_certyfikaty,"Neutralne pH oznacza odczyn zbliżony do 7, czyli łagodniejszy dla wielu powierzchni i skóry niż produkty silnie kwaśne lub zasadowe. Sprawdza się przy codziennym myciu materiałów wrażliwych na agresywną chemię."
normy mikrobiologiczne ue,zgodnosc_i_certyfikaty,"Normy mikrobiologiczne UE określają wymagania dotyczące skuteczności i bezpieczeństwa produktów ograniczających drobnoustroje. Są ważne tam, gdzie liczy się potwierdzona higiena, np. w gastronomii, ochronie zdrowia lub zakładach produkcyjnych."
opakowanie do recyklingu,zgodnosc_i_certyfikaty,Opakowanie nadające się do recyklingu może zostać przetworzone po opróżnieniu zgodnie z lokalnymi zasadami segregacji. Ma znaczenie przy zakupach uwzględniających ograniczenie odpadów opakowaniowych.
opakowanie refill,zgodnosc_i_certyfikaty,Opakowanie refill oznacza wkład uzupełniający lub większe opakowanie do ponownego napełniania dozownika. Pomaga ograniczyć ilość odpadów i obniżyć koszt użycia produktu.
pn-en 13036-4,zgodnosc_i_certyfikaty,"PN-EN 13036-4 to norma dotycząca pomiaru właściwości przeciwpoślizgowych powierzchni metodą wahadła. W kontekście czyszczenia podłóg pomaga ocenić, czy preparat lub powłoka nie zwiększa ryzyka poślizgu."
pn-en 1500,zgodnosc_i_certyfikaty,"PN-EN 1500 to europejska norma oceniająca skuteczność higienicznej dezynfekcji rąk metodą wcierania. Jest ważna dla preparatów do rąk używanych w miejscach, gdzie wymagana jest potwierdzona redukcja drobnoustrojów."
przebadany dermatologicznie,zgodnosc_i_certyfikaty,Produkt przebadany dermatologicznie został oceniony pod kątem tolerancji skóry w określonych warunkach testu. Ma znaczenie przy środkach mających kontakt z dłońmi lub skórą użytkownika.
przemysł spożywczy,zgodnosc_i_certyfikaty,"Oznaczenie wskazuje, że produkt jest przeznaczony do stosowania w obszarach produkcji, przetwarzania lub przygotowywania żywności. Ważne, ponieważ środki muszą wspierać higienę i ograniczać ryzyko zanieczyszczenia powierzchni mających kontakt z żywnością."
rspo,zgodnosc_i_certyfikaty,"RSPO oznacza Roundtable on Sustainable Palm Oil, czyli standard odpowiedzialnie pozyskiwanego oleju palmowego i jego pochodnych. W produktach czyszczących jest ważny, gdy składniki powierzchniowo czynne pochodzą z oleju palmowego i mają udokumentowane bardziej zrównoważone źródło."
składniki roślinne,zgodnosc_i_certyfikaty,"Składniki roślinne pochodzą z surowców odnawialnych, np. olejów lub ekstraktów roślinnych, zamiast wyłącznie z petrochemii. Taka informacja pomaga wybierać produkty o bardziej naturalnym profilu składu."
